RaceName,Sex,AgeGroup,CountyName,CommunicationType,ElectionType,count
Caucasian,F,18-29,CHARLEVOIX,call,lpv,301
Hispanic,F,30-44,MACOMB,mail,lpv,424
Caucasian,M,18-29,CLINTON,call,lpv,984
Caucasian,F,45-64,ISABELLA,text,lpv,708
Caucasian,M,30-44,HURON,text,lpv,651
Hispanic,F,18-29,KALAMAZOO,call,lpv,309
Caucasian,F,45-64,BERRIEN,text,scomi,206
Black,M,30-44,LENAWEE,text,lpv,102
Unknown,F,30-44,MANISTEE,call,lpv,12
Asian,M,45-64,WAYNE,text,oakland,13
Caucasian,U,18-29,KALAMAZOO,text,lpv,12
Hispanic,F,18-29,SHIAWASSEE,text,lpv,62
Caucasian,F,45-64,WAYNE,phone,oakland,17
Unknown,F,65+,ISABELLA,mail,lpv,13
Caucasian,F,45-64,KENT,phone,oakland prosecutor,6
Black,F,30-44,WEXFORD,postcards,lpv,3
Hispanic,M,65+,OAKLAND,text,oakland prosecutor,33
Caucasian,M,30-44,GENESEE,postcards,lpv,79
Hispanic,M,65+,BERRIEN,mail,lpv,3
Black,F,18-29,ST. CLAIR,text,scomi,25
Black,M,30-44,BARAGA,text,lpv,47
Asian,U,45-64,WAYNE,call,lpv,3
Caucasian,M,45-64,BRANCH,text,scomi,5
Caucasian,F,65+,BARAGA,text,scomi,7
Unknown,F,45-64,IRON,text,lpv,1
Hispanic,M,18-29,LAPEER,mail,lpv,1
Caucasian,M,30-44,SANILAC,text,oakland county prosecutor race,8
Caucasian,F,65+,ALPENA,text,oakland county prosecutor race,1
Black,M,45-64,ALCONA,text,lpv,6
Caucasian,F,18-29,LIVINGSTON,text,oakland prosecutor,4
Black,F,45-64,CHIPPEWA,postcards,lpv,3
Caucasian,M,65+,GRAND TRAVERSE,text,oakland county prosecutor race,2
Caucasian,F,30-44,WASHTENAW,phone,oakland prosecutor,6
Unknown,M,30-44,LEELANAU,text,lpv,17
Unknown,F,30-44,GENESEE,postcards,lpv,1
Unknown,F,65+,WAYNE,phone,oakland prosecutor,2
Asian,F,30-44,SHIAWASSEE,call,lpv,1
Asian,M,45-64,GENESEE,mail,lpv,8
Caucasian,M,45-64,CLINTON,postcards,lpv,9
Black,M,30-44,CASS,mail,lpv,1
Caucasian,F,18-29,LAPEER,mail,oakland,2
Unknown,M,18-29,WASHTENAW,text,oakland,2
Caucasian,F,65+,KENT,call,oakland,5
Caucasian,F,18-29,MACOMB,text,scomi,3034
Black,F,45-64,BERRIEN,mail,lpv,1170
Caucasian,F,45-64,HILLSDALE,text,lpv,461
Caucasian,F,65+,CHARLEVOIX,text,lpv,461
Hispanic,M,30-44,INGHAM,call,lpv,536
Hispanic,F,65+,CHARLEVOIX,text,lpv,7
Caucasian,F,30-44,MACKINAC,text,lpv,264
Hispanic,M,65+,SAGINAW,call,lpv,186
Caucasian,F,30-44,SAGINAW,mail,lpv,753
Unknown,M,45-64,MACOMB,mail,lpv,793
Asian,F,30-44,SAGINAW,text,lpv,30
Caucasian,M,65+,WAYNE,mail,lpv,190
Unknown,F,30-44,OAKLAND,call,oakland,204
Hispanic,M,65+,MECOSTA,text,lpv,7
Asian,F,30-44,OAKLAND,text,oakland prosecutor,46
Caucasian,M,65+,GOGEBIC,postcards,lpv,16
Hispanic,F,30-44,MANISTEE,call,lpv,11
Hispanic,M,65+,ST. CLAIR,text,scomi,15
Unknown,M,45-64,KALAMAZOO,text,scomi,46
Caucasian,M,18-29,HOUGHTON,text,scomi,6
Black,F,45-64,OTTAWA,mail,lpv,110
Caucasian,M,30-44,MONTCALM,postcards,lpv,7
Caucasian,F,45-64,CHARLEVOIX,text,scomi,10
Native American,F,18-29,MACKINAC,text,lpv,18
Unknown,M,18-29,MONROE,text,lpv,10
Caucasian,F,45-64,INGHAM,mail,oakland,24
Caucasian,F,45-64,ALCONA,text,oakland county prosecutor race,3
Black,M,45-64,ALGER,text,lpv,19
Black,M,18-29,WAYNE,text,oakland prosecutor,11
Caucasian,F,65+,MONTMORENCY,text,scomi,5
Hispanic,M,45-64,HILLSDALE,text,lpv,19
Caucasian,M,65+,GRATIOT,text,scomi,8
Caucasian,M,45-64,KEWEENAW,text,scomi,2
Hispanic,M,45-64,MIDLAND,call,lpv,18
Asian,U,18-29,WAYNE,call,lpv,7
Hispanic,F,18-29,SANILAC,text,lpv,24
Unknown,M,65+,OTTAWA,call,lpv,10
Black,F,45-64,MACOMB,text,oakland county prosecutor race,10
Unknown,F,30-44,MACOMB,postcards,lpv,8
Caucasian,M,30-44,MANISTEE,text,oakland county prosecutor race,6
Native American,M,65+,WAYNE,text,scomi,7
Unknown,F,18-29,LEELANAU,text,lpv,1
Asian,M,30-44,BAY,mail,lpv,8
Unknown,M,30-44,EATON,text,oakland,3
Unknown,F,45-64,MARQUETTE,text,scomi,6
Caucasian,F,65+,EMMET,phone,oakland prosecutor,6
Hispanic,M,65+,BRANCH,postcards,lpv,2
Caucasian,F,30-44,OSCODA,text,lpv,233
Hispanic,F,30-44,INGHAM,call,lpv,790
Caucasian,M,18-29,LIVINGSTON,call,lpv,2967
Hispanic,M,18-29,LAPEER,call,lpv,41
Caucasian,F,45-64,BAY,text,scomi,579
Asian,M,30-44,MACOMB,text,lpv,5981
Unknown,F,65+,OAKLAND,call,oakland,312
Caucasian,F,30-44,DELTA,call,lpv,542
Unknown,M,65+,MACOMB,text,lpv,731
Black,F,30-44,WAYNE,phone,oakland prosecutor,58
Black,M,45-64,BAY,mail,lpv,37
Black,M,30-44,ST. CLAIR,call,lpv,165
Caucasian,M,18-29,BARAGA,call,lpv,27
Native American,M,18-29,MACKINAC,call,lpv,5
Native American,F,45-64,OAKLAND,text,lpv,22
Caucasian,F,65+,LENAWEE,postcards,lpv,112
Unknown,F,30-44,ST. CLAIR,mail,lpv,80
Asian,M,18-29,INGHAM,call,lpv,157
Black,M,45-64,MARQUETTE,postcards,lpv,6
Unknown,F,65+,SAGINAW,call,lpv,25
Black,M,30-44,IONIA,call,lpv,13
Hispanic,F,18-29,OTSEGO,call,lpv,1
Hispanic,M,18-29,NEWAYGO,call,lpv,49
Caucasian,M,65+,WASHTENAW,text,oakland,38
Unknown,F,30-44,CLINTON,mail,lpv,14
Black,M,18-29,TUSCOLA,text,lpv,4
Unknown,F,45-64,MACOMB,postcards,lpv,1
Asian,M,30-44,MIDLAND,text,lpv,19
Asian,M,65+,HOUGHTON,text,lpv,1
Caucasian,M,30-44,BAY,text,oakland,3
Caucasian,F,30-44,OSCEOLA,postcards,lpv,6
Hispanic,F,65+,MACOMB,postcards,lpv,16
Caucasian,F,45-64,ROSCOMMON,text,oakland,4
Caucasian,F,45-64,MIDLAND,call,lpv,6
Caucasian,M,30-44,LIVINGSTON,phone,oakland,4
Asian,M,18-29,MACOMB,text,oakland county prosecutor race,3
Black,M,45-64,MUSKEGON,text,oakland county prosecutor race,1
Caucasian,F,45-64,MUSKEGON,mail,oakland,6
Hispanic,F,30-44,PRESQUE ISLE,text,lpv,6
Caucasian,F,18-29,KALAMAZOO,mail,oakland,1
Asian,M,18-29,CLARE,text,lpv,1
Black,M,30-44,WAYNE,mail,lpv,41226
Black,M,65+,OAKLAND,call,oakland,3209
Black,M,45-64,SAGINAW,call,lpv,1973
Unknown,M,30-44,OAKLAND,text,oakland,1271
Caucasian,F,65+,HILLSDALE,text,lpv,534
Unknown,F,65+,WAYNE,text,lpv,1407
Asian,M,30-44,KENT,text,lpv,1225
Hispanic,F,18-29,MUSKEGON,text,lpv,684
Caucasian,F,30-44,KALKASKA,text,lpv,564
Caucasian,M,30-44,MARQUETTE,mail,lpv,614
Caucasian,F,30-44,MENOMINEE,text,lpv,540
Hispanic,F,18-29,VAN BUREN,text,lpv,492
Caucasian,M,18-29,IRON,text,lpv,70
Caucasian,F,45-64,NEWAYGO,text,scomi,20
Caucasian,M,65+,LIVINGSTON,call,oakland,5
Black,M,30-44,WAYNE,phone,oakland prosecutor,29
Black,M,18-29,CLINTON,text,lpv,161
Caucasian,F,18-29,INGHAM,text,oakland,28
Caucasian,F,30-44,BARRY,text,scomi,22
Black,M,45-64,GRATIOT,call,lpv,15
Unknown,F,65+,CALHOUN,mail,lpv,21
Black,F,18-29,WASHTENAW,mail,oakland,15
Unknown,M,45-64,SAGINAW,text,scomi,43
Caucasian,M,18-29,HURON,postcards,lpv,1
Caucasian,U,30-44,MACOMB,text,lpv,9
Unknown,F,45-64,ALPENA,text,lpv,4
Black,M,18-29,GRAND TRAVERSE,call,lpv,9
Hispanic,M,18-29,BERRIEN,mail,lpv,16
Caucasian,F,65+,OCEANA,text,oakland,4
Hispanic,M,65+,EMMET,call,lpv,1
Caucasian,F,30-44,GRAND TRAVERSE,mail,lpv,3
Native American,M,18-29,ALGER,call,lpv,3
Caucasian,M,30-44,MECOSTA,mail,lpv,6
Caucasian,M,45-64,LENAWEE,text,oakland county prosecutor race,1
Caucasian,F,45-64,HILLSDALE,postcards,lpv,7
Caucasian,F,45-64,SHIAWASSEE,text,oakland prosecutor,2
Hispanic,M,45-64,KALAMAZOO,postcards,lpv,3
Caucasian,M,65+,EMMET,mail,oakland,15
Hispanic,M,18-29,VAN BUREN,postcards,lpv,1
Hispanic,F,30-44,HOUGHTON,call,lpv,1
Unknown,M,65+,GENESEE,postcards,lpv,6
Caucasian,M,65+,MACOMB,text,scomi,2558
Hispanic,M,30-44,ISABELLA,text,lpv,214
Caucasian,F,18-29,HOUGHTON,text,oakland,4
Unknown,M,45-64,OTTAWA,text,lpv,245
Black,M,18-29,WASHTENAW,mail,lpv,2494
Caucasian,M,65+,MANISTEE,text,scomi,6
Caucasian,M,65+,SHIAWASSEE,text,lpv,594
Hispanic,F,30-44,GENESEE,text,lpv,1887
Hispanic,F,30-44,ALLEGAN,text,lpv,1062
Caucasian,F,65+,DICKINSON,text,lpv,313
Unknown,M,65+,WAYNE,text,scomi,355
Hispanic,M,30-44,ST. JOSEPH,call,lpv,75
Caucasian,M,18-29,LUCE,text,lpv,38
Caucasian,F,30-44,MACOMB,text,oakland,193
Caucasian,M,18-29,ALGER,text,lpv,56
Unknown,F,30-44,BAY,text,lpv,150
Caucasian,F,65+,LUCE,postcards,lpv,4
Caucasian,M,30-44,WASHTENAW,mail,oakland,29
Unknown,M,18-29,GRAND TRAVERSE,text,lpv,22
Hispanic,M,45-64,VAN BUREN,text,scomi,5
Black,F,65+,OSCEOLA,text,lpv,4
Caucasian,M,30-44,MECOSTA,text,scomi,2
Asian,F,30-44,EATON,text,lpv,83
Black,F,45-64,OTTAWA,call,lpv,111
Black,F,18-29,GENESEE,postcards,lpv,75
Unknown,F,65+,WAYNE,postcards,lpv,18
Unknown,M,45-64,LIVINGSTON,text,lpv,44
Caucasian,M,45-64,INGHAM,phone,oakland,6
Black,M,45-64,OTSEGO,call,lpv,4
Black,F,18-29,KALAMAZOO,postcards,lpv,17
Caucasian,F,18-29,KENT,text,oakland,7
Black,F,30-44,LEELANAU,call,lpv,3
Unknown,F,30-44,LAKE,call,lpv,4
Caucasian,F,30-44,GLADWIN,mail,lpv,1
Hispanic,F,18-29,OGEMAW,text,lpv,6
Unknown,M,45-64,MACOMB,postcards,lpv,8
Caucasian,F,65+,EMMET,phone,oakland,6
Asian,F,30-44,BAY,mail,lpv,1
Hispanic,F,45-64,OAKLAND,mail,lpv,759
Unknown,F,45-64,KENT,call,lpv,320
Black,M,18-29,MACOMB,text,lpv,11052
Caucasian,F,18-29,IONIA,text,lpv,1426
Caucasian,M,18-29,ST. CLAIR,text,scomi,287
Caucasian,M,18-29,MONROE,call,lpv,1759
Caucasian,M,45-64,OTTAWA,text,lpv,1849
Asian,F,45-64,WAYNE,call,lpv,1706
Hispanic,F,18-29,GENESEE,call,lpv,212
Caucasian,M,45-64,DELTA,text,lpv,270
Hispanic,M,30-44,KALAMAZOO,text,scomi,135
Caucasian,F,45-64,LENAWEE,mail,lpv,7
Black,M,65+,BAY,text,lpv,23
Hispanic,F,45-64,JACKSON,text,lpv,220
Caucasian,M,18-29,WAYNE,text,oakland county prosecutor race,52
Unknown,F,18-29,SAGINAW,text,lpv,320
Black,F,30-44,OTTAWA,mail,lpv,314
Caucasian,M,65+,OGEMAW,postcards,lpv,10
Caucasian,M,30-44,MACKINAC,call,lpv,87
Caucasian,F,18-29,MACOMB,mail,oakland,135
Caucasian,M,65+,BARRY,postcards,lpv,11
Native American,M,45-64,GENESEE,mail,lpv,2
Hispanic,M,30-44,BAY,call,lpv,110
Black,M,30-44,GRAND TRAVERSE,call,lpv,12
Black,F,30-44,WEXFORD,text,lpv,19
Asian,M,18-29,LIVINGSTON,text,lpv,2
Black,M,65+,NEWAYGO,text,lpv,3
Caucasian,F,18-29,OTSEGO,postcards,lpv,7
Hispanic,M,45-64,ANTRIM,text,lpv,21
Asian,M,45-64,SHIAWASSEE,text,lpv,16
Caucasian,F,65+,SAGINAW,text,oakland county prosecutor race,4
Black,M,30-44,MISSAUKEE,call,lpv,2
Caucasian,M,30-44,MACOMB,phone,oakland,10
Hispanic,M,45-64,INGHAM,postcards,lpv,8
Asian,M,30-44,MACOMB,text,oakland,5
Caucasian,M,45-64,LIVINGSTON,mail,oakland,38
Caucasian,M,30-44,ROSCOMMON,postcards,lpv,2
Unknown,M,18-29,ALLEGAN,text,lpv,96
Hispanic,M,45-64,CHEBOYGAN,call,lpv,2
Unknown,M,65+,MENOMINEE,text,lpv,6
Hispanic,M,65+,MONTCALM,text,lpv,21
Asian,F,65+,INGHAM,postcards,lpv,14
Caucasian,M,30-44,HURON,text,oakland,2
Caucasian,F,45-64,GOGEBIC,postcards,lpv,5
Caucasian,M,45-64,HILLSDALE,call,lpv,6
Unknown,M,30-44,MANISTEE,call,lpv,1
Caucasian,M,65+,SAGINAW,call,lpv,6
Black,F,45-64,CHEBOYGAN,call,lpv,1
Unknown,F,30-44,OSCEOLA,text,lpv,6
Caucasian,M,65+,MECOSTA,text,oakland county prosecutor race,2
Native American,F,45-64,GRAND TRAVERSE,text,lpv,6
Black,F,65+,MANISTEE,call,lpv,1
Caucasian,M,30-44,WASHTENAW,text,lpv,30324
Asian,M,45-64,MACOMB,text,lpv,4705
Hispanic,M,65+,OAKLAND,text,lpv,540
Caucasian,M,45-64,TUSCOLA,text,lpv,407
Caucasian,M,18-29,ISABELLA,mail,lpv,497
Black,F,30-44,EATON,call,lpv,351
Black,M,30-44,BERRIEN,call,lpv,750
Hispanic,F,30-44,OAKLAND,phone,oakland prosecutor,211
Asian,M,65+,OAKLAND,phone,oakland prosecutor,400
Black,M,30-44,SAGINAW,call,lpv,1727
Caucasian,M,18-29,MIDLAND,text,lpv,1580
Caucasian,F,45-64,OSCEOLA,text,lpv,209
Caucasian,M,65+,DICKINSON,text,lpv,241
Black,F,30-44,ST. CLAIR,call,lpv,156
Asian,F,45-64,MACOMB,text,scomi,594
Caucasian,F,65+,INGHAM,postcards,lpv,197
Unknown,F,30-44,ROSCOMMON,call,lpv,3
Hispanic,F,18-29,KALAMAZOO,mail,lpv,600
Asian,F,18-29,KENT,call,lpv,242
Unknown,F,18-29,BAY,text,lpv,71
Black,F,18-29,BAY,text,lpv,205
Hispanic,M,18-29,GOGEBIC,call,lpv,3
Unknown,F,65+,BERRIEN,postcards,lpv,4
Hispanic,M,18-29,ALLEGAN,text,lpv,820
Asian,F,30-44,WAYNE,mail,oakland,19
Asian,M,30-44,WASHTENAW,text,scomi,196
Asian,F,30-44,CALHOUN,call,lpv,15
Caucasian,M,65+,CRAWFORD,mail,oakland,1
Unknown,M,30-44,OAKLAND,phone,oakland prosecutor,206
Hispanic,F,45-64,LEELANAU,text,lpv,25
Hispanic,M,65+,CALHOUN,text,lpv,126
Caucasian,M,18-29,KALAMAZOO,text,oakland county prosecutor race,17
Black,M,18-29,JACKSON,text,scomi,2
Asian,M,65+,WASHTENAW,postcards,lpv,4
Asian,M,45-64,OAKLAND,postcards,lpv,55
Asian,M,30-44,INGHAM,postcards,lpv,10
Caucasian,F,18-29,EATON,text,scomi,64
Caucasian,M,18-29,SAGINAW,text,oakland,10
Black,F,18-29,BARAGA,call,lpv,7
Unknown,M,65+,LAPEER,call,lpv,7
Hispanic,M,30-44,MENOMINEE,call,lpv,1
Caucasian,F,18-29,MARQUETTE,text,oakland,4
Caucasian,M,45-64,CHEBOYGAN,text,scomi,6
Unknown,M,65+,ISABELLA,call,lpv,2
Hispanic,M,18-29,EATON,mail,lpv,15
Asian,M,30-44,LIVINGSTON,text,lpv,15
Caucasian,F,45-64,MENOMINEE,postcards,lpv,2
Caucasian,M,65+,OSCODA,postcards,lpv,6
Caucasian,F,18-29,NEWAYGO,mail,lpv,13
Caucasian,M,45-64,BENZIE,mail,oakland,24
Black,F,65+,CRAWFORD,call,lpv,1
Unknown,M,30-44,LUCE,call,lpv,3
Hispanic,F,30-44,HURON,text,scomi,6
Caucasian,F,45-64,CLINTON,call,oakland,4
Caucasian,F,30-44,GLADWIN,postcards,lpv,3
Hispanic,F,65+,NEWAYGO,call,lpv,10
Caucasian,F,65+,KALKASKA,text,oakland,3
Asian,M,30-44,ALPENA,call,lpv,1
Hispanic,F,30-44,SHIAWASSEE,mail,lpv,2
Caucasian,M,18-29,BARRY,text,oakland,4
Asian,F,65+,OTTAWA,call,oakland,5
Black,F,30-44,MONROE,mail,lpv,3
Black,M,45-64,WAYNE,text,lpv,197916
Caucasian,M,45-64,OAKLAND,text,lpv,21094
Black,M,30-44,OAKLAND,phone,oakland,2238
Hispanic,F,30-44,KENT,call,lpv,2260
Caucasian,M,18-29,OAKLAND,text,oakland,18016
Caucasian,F,18-29,INGHAM,mail,lpv,4001
Caucasian,M,18-29,GRATIOT,call,lpv,244
Caucasian,F,18-29,OTTAWA,mail,lpv,2156
Hispanic,F,30-44,KENT,mail,lpv,1986
Hispanic,F,30-44,CALHOUN,mail,lpv,194
Caucasian,F,65+,CLINTON,text,lpv,988
Hispanic,M,65+,OAKLAND,mail,oakland,1802
Unknown,M,65+,OAKLAND,text,oakland,875
Hispanic,F,30-44,ST. CLAIR,call,lpv,81
Caucasian,F,30-44,LENAWEE,postcards,lpv,26
Hispanic,F,18-29,LENAWEE,call,lpv,145
Black,M,45-64,WASHTENAW,text,scomi,57
Unknown,M,30-44,KENT,text,scomi,117
Caucasian,F,65+,KALKASKA,postcards,lpv,21
Hispanic,F,18-29,BERRIEN,mail,lpv,107
Hispanic,F,65+,CLINTON,mail,lpv,1
Hispanic,F,18-29,ST. JOSEPH,call,lpv,121
Caucasian,F,30-44,MASON,text,scomi,5
Caucasian,F,30-44,VAN BUREN,postcards,lpv,17
Asian,M,45-64,CALHOUN,text,scomi,20
Caucasian,M,18-29,NEWAYGO,phone,oakland prosecutor,6
Hispanic,F,45-64,OTTAWA,postcards,lpv,5
Caucasian,F,30-44,IONIA,mail,lpv,13
Caucasian,F,30-44,CLARE,text,oakland,2
Hispanic,M,45-64,EATON,postcards,lpv,4
Caucasian,M,65+,INGHAM,mail,oakland,23
Black,M,30-44,SAGINAW,text,oakland,8
Asian,U,30-44,WAYNE,mail,lpv,5
Black,F,30-44,JACKSON,mail,lpv,9
Caucasian,M,18-29,CLARE,text,scomi,2
Asian,M,45-64,ALLEGAN,mail,lpv,17
Unknown,M,18-29,INGHAM,postcards,lpv,4
Caucasian,M,18-29,BRANCH,postcards,lpv,4
Black,F,65+,DELTA,text,lpv,6
Black,M,65+,CLARE,mail,lpv,6
Hispanic,F,30-44,MUSKEGON,postcards,lpv,2
Unknown,F,45-64,BRANCH,text,lpv,12
Caucasian,M,65+,MECOSTA,text,oakland prosecutor,1
Native American,M,65+,CLINTON,text,lpv,20
Caucasian,F,30-44,MONTCALM,mail,lpv,9
Asian,M,18-29,SAGINAW,mail,lpv,4
Hispanic,M,30-44,ALGER,text,lpv,6
Black,F,65+,BRANCH,call,lpv,1
Black,F,45-64,CLARE,call,lpv,4
Caucasian,F,45-64,CHARLEVOIX,call,lpv,1
Native American,F,65+,LENAWEE,postcards,lpv,2
Caucasian,F,30-44,SCHOOLCRAFT,mail,lpv,1
Unknown,M,45-64,GRAND TRAVERSE,call,lpv,3
Black,F,65+,SHIAWASSEE,text,lpv,2
Black,M,18-29,ST. CLAIR,text,oakland,5
Caucasian,F,30-44,OAKLAND,mail,lpv,5402
Caucasian,F,30-44,GRAND TRAVERSE,text,lpv,4317
Caucasian,M,18-29,DICKINSON,call,lpv,166
Hispanic,F,45-64,WAYNE,text,scomi,1177
Asian,F,30-44,OAKLAND,text,lpv,3105
Caucasian,F,18-29,JACKSON,text,lpv,3277
Caucasian,M,65+,EATON,text,lpv,1223
Hispanic,F,65+,ALLEGAN,text,lpv,153
Asian,F,45-64,MACOMB,mail,lpv,1587
Caucasian,M,45-64,CALHOUN,text,scomi,462
Caucasian,F,18-29,IOSCO,text,lpv,243
Black,M,18-29,MACOMB,text,scomi,799
Caucasian,F,45-64,GRATIOT,text,scomi,19
Asian,M,65+,WASHTENAW,call,lpv,181
Asian,F,65+,OAKLAND,phone,oakland prosecutor,306
Black,M,45-64,GENESEE,postcards,lpv,193
Caucasian,F,18-29,MACOMB,postcards,lpv,208
Black,F,30-44,GRATIOT,call,lpv,35
Asian,F,30-44,INGHAM,text,scomi,49
Hispanic,F,65+,ST. CLAIR,mail,lpv,25
Caucasian,M,30-44,KEWEENAW,call,lpv,11
Caucasian,M,30-44,SANILAC,text,scomi,7
Asian,F,65+,OTTAWA,call,lpv,59
Caucasian,M,65+,LENAWEE,postcards,lpv,26
Hispanic,M,65+,JACKSON,text,lpv,61
Unknown,F,45-64,GRATIOT,call,lpv,15
Black,M,65+,MACOMB,text,scomi,27
Black,F,45-64,ST. JOSEPH,call,lpv,19
Caucasian,M,30-44,MENOMINEE,postcards,lpv,5
Native American,M,65+,ISABELLA,call,lpv,2
Unknown,F,30-44,BARAGA,call,lpv,3
Caucasian,M,30-44,EMMET,phone,oakland prosecutor,3
Hispanic,F,18-29,GENESEE,postcards,lpv,11
Black,M,30-44,TUSCOLA,mail,lpv,2
Black,F,45-64,INGHAM,postcards,lpv,18
Caucasian,F,18-29,GENESEE,mail,oakland,20
Asian,F,30-44,GRAND TRAVERSE,text,lpv,1
Native American,M,45-64,LAPEER,text,lpv,2
Caucasian,M,30-44,OTSEGO,text,oakland,1
Black,M,30-44,OTTAWA,text,oakland,4
Hispanic,M,45-64,MANISTEE,text,lpv,46
Unknown,M,45-64,MONROE,call,lpv,15
Caucasian,F,45-64,GLADWIN,postcards,lpv,7
Unknown,M,45-64,ST. JOSEPH,text,lpv,19
Caucasian,F,45-64,WAYNE,phone,oakland prosecutor,14
Caucasian,F,45-64,SAGINAW,mail,oakland,12
Black,F,45-64,GENESEE,text,oakland,3
Caucasian,M,65+,IRON,text,scomi,2
Asian,M,18-29,KENT,text,oakland county prosecutor race,5
Black,F,18-29,LENAWEE,mail,lpv,2
Caucasian,M,18-29,MENOMINEE,mail,lpv,2
Hispanic,M,18-29,LIVINGSTON,text,oakland,4
Asian,M,18-29,CALHOUN,text,scomi,4
Asian,F,45-64,LIVINGSTON,text,oakland,2
Hispanic,M,45-64,ALPENA,call,lpv,1
Caucasian,M,65+,OSCODA,text,oakland county prosecutor race,1
Black,F,65+,GENESEE,mail,lpv,1305
Asian,M,30-44,OAKLAND,text,oakland county prosecutor race,1290
Black,F,30-44,OAKLAND,phone,oakland,3312
Hispanic,M,30-44,OAKLAND,text,oakland,1994
Caucasian,M,18-29,OAKLAND,mail,oakland,16302
Caucasian,F,18-29,LAPEER,call,lpv,1048
Caucasian,M,18-29,ALLEGAN,text,lpv,2241
Caucasian,F,45-64,CALHOUN,mail,lpv,51
Black,M,30-44,MONROE,text,lpv,174
Unknown,F,30-44,SAGINAW,call,lpv,102
Caucasian,F,65+,SANILAC,postcards,lpv,23
Hispanic,M,45-64,OTTAWA,mail,lpv,961
Hispanic,F,45-64,EATON,text,lpv,471
Black,M,65+,GENESEE,text,scomi,56
Caucasian,F,18-29,LIVINGSTON,text,scomi,61
Caucasian,M,65+,WASHTENAW,mail,oakland,106
Unknown,M,45-64,KENT,mail,lpv,219
Caucasian,F,65+,ANTRIM,mail,oakland,6
Caucasian,M,65+,GRAND TRAVERSE,text,scomi,10
Unknown,F,65+,MACOMB,call,lpv,123
Black,M,18-29,CHIPPEWA,text,lpv,55
Hispanic,M,30-44,CHIPPEWA,text,lpv,8
Black,F,65+,SAGINAW,text,scomi,57
Black,M,45-64,ISABELLA,mail,lpv,27
Hispanic,M,18-29,CALHOUN,text,scomi,12
Hispanic,F,30-44,ARENAC,call,lpv,4
Hispanic,M,45-64,JACKSON,call,lpv,97
Black,F,18-29,WASHTENAW,text,oakland,25
Caucasian,F,30-44,SAGINAW,text,oakland,11
Black,M,18-29,MACOMB,text,oakland county prosecutor race,7
Unknown,F,45-64,LIVINGSTON,text,lpv,11
Hispanic,M,45-64,CLINTON,text,scomi,4
Caucasian,M,65+,CHIPPEWA,text,scomi,11
Caucasian,F,45-64,CLARE,postcards,lpv,13
Hispanic,F,18-29,CHIPPEWA,text,lpv,29
Black,M,18-29,WAYNE,phone,oakland prosecutor,13
Caucasian,U,18-29,WASHTENAW,mail,lpv,8
Black,M,65+,BERRIEN,text,scomi,8
Black,F,45-64,TUSCOLA,call,lpv,5
Black,F,45-64,GRATIOT,text,lpv,15
Unknown,M,45-64,CLINTON,mail,lpv,12
Hispanic,M,18-29,HILLSDALE,text,lpv,14
Hispanic,M,45-64,MACOMB,postcards,lpv,3
Unknown,F,45-64,CLINTON,text,lpv,43
Hispanic,F,18-29,NEWAYGO,mail,lpv,3
Native American,F,30-44,SANILAC,text,lpv,1
Unknown,M,30-44,LUCE,text,lpv,7
Native American,F,45-64,ST. CLAIR,text,lpv,1
Caucasian,F,30-44,WASHTENAW,text,oakland prosecutor,5
Caucasian,F,65+,ALPENA,text,oakland,2
Caucasian,F,18-29,GRAND TRAVERSE,text,oakland county prosecutor race,5
Hispanic,F,45-64,GLADWIN,call,lpv,4
Black,F,65+,LEELANAU,text,lpv,6
Unknown,M,30-44,CASS,text,scomi,5
Asian,U,45-64,OAKLAND,text,oakland county prosecutor race,4
Caucasian,F,30-44,ALGER,text,lpv,183
Caucasian,M,45-64,GENESEE,text,lpv,4853
Caucasian,F,30-44,ST. CLAIR,mail,lpv,1127
Caucasian,M,30-44,JACKSON,text,lpv,4221
Caucasian,M,30-44,ANTRIM,call,lpv,243
Unknown,F,30-44,WAYNE,text,lpv,7611
Caucasian,F,30-44,GRATIOT,call,lpv,478
Unknown,M,30-44,WAYNE,mail,lpv,2164
Caucasian,M,18-29,OAKLAND,text,oakland prosecutor,1448
Black,F,18-29,WAYNE,postcards,lpv,455
Black,F,18-29,CALHOUN,mail,lpv,621
Hispanic,F,65+,WAYNE,text,lpv,3222
Hispanic,F,18-29,ST. CLAIR,mail,lpv,74
Black,F,65+,SAGINAW,call,lpv,594
Caucasian,F,45-64,MACOMB,call,lpv,285
Caucasian,F,65+,IOSCO,text,lpv,435
Black,M,65+,SAGINAW,text,lpv,4274
Caucasian,F,30-44,CRAWFORD,call,lpv,132
Unknown,F,30-44,MACOMB,text,lpv,4270
Black,M,45-64,LAKE,text,lpv,43
Unknown,M,45-64,CLINTON,text,lpv,13
Hispanic,M,45-64,MUSKEGON,call,lpv,118
Unknown,F,30-44,CALHOUN,call,lpv,102
Unknown,F,65+,KALAMAZOO,call,lpv,15
Caucasian,M,45-64,GRAND TRAVERSE,postcards,lpv,14
Caucasian,F,18-29,MIDLAND,mail,lpv,52
Caucasian,M,45-64,JACKSON,postcards,lpv,19
Black,M,45-64,OAKLAND,postcards,lpv,255
Black,F,45-64,PRESQUE ISLE,call,lpv,3
Caucasian,F,45-64,KEWEENAW,text,lpv,24
Unknown,F,65+,CALHOUN,text,lpv,41
