RaceName,Sex,AgeGroup,CountyName,2020_Biden_Support,count
Caucasian,F,65+,Alcona,1. Strong Support,1
Hispanic,F,30-44,Shiawassee,1. Strong Support,1
Caucasian,F,18-29,Charlevoix,4. Lean Oppose,1
Caucasian,M,45-64,Genesee,5. Strong Oppose,74
Caucasian,M,65+,Macomb,4. Lean Oppose,3
Caucasian,M,65+,Oakland,5. Strong Oppose,660
Caucasian,M,45-64,Washtenaw,2. Lean Support,16
Caucasian,F,65+,Barry,5. Strong Oppose,1
Unknown,F,18-29,Wayne,1. Strong Support,55
Unknown,F,18-29,Washtenaw,5. Strong Oppose,13
Black,M,18-29,Oakland,2. Lean Support,121
Unknown,F,18-29,Kalamazoo,2. Lean Support,5
Unknown,F,18-29,Gratiot,1. Strong Support,3
Black,F,65+,Calhoun,1. Strong Support,19
Hispanic,F,45-64,Bay,Not Voting,4
Hispanic,M,30-44,Ingham,Not Voting,9
Caucasian,F,65+,Mackinac,1. Strong Support,1
Hispanic,F,18-29,Leelanau,5. Strong Oppose,2
Unknown,F,30-44,Kent,Not Voting,3
Caucasian,M,18-29,Jackson,1. Strong Support,1
Caucasian,F,18-29,Huron,1. Strong Support,1
Caucasian,M,45-64,Muskegon,5. Strong Oppose,13
Unknown,F,45-64,Macomb,5. Strong Oppose,24
Caucasian,F,18-29,Wayne,1. Strong Support,523
Caucasian,M,45-64,Ogemaw,5. Strong Oppose,4
Black,F,45-64,Washtenaw,4. Lean Oppose,3
Hispanic,M,45-64,Genesee,5. Strong Oppose,17
Hispanic,F,65+,Oakland,2. Lean Support,11
Caucasian,M,65+,Shiawassee,1. Strong Support,4
Black,F,30-44,Clinton,Undecided/Unsure,4
Caucasian,F,18-29,Isabella,5. Strong Oppose,4
Caucasian,F,30-44,Ionia,1. Strong Support,6
Caucasian,F,45-64,Benzie,1. Strong Support,2
Black,M,65+,Genesee,2. Lean Support,25
Caucasian,M,30-44,Calhoun,Undecided/Unsure,7
Unknown,F,30-44,Ingham,5. Strong Oppose,3
Black,M,45-64,Ottawa,5. Strong Oppose,3
Unknown,M,18-29,Kent,2. Lean Support,3
Caucasian,F,30-44,Grand Traverse,4. Lean Oppose,4
Caucasian,F,30-44,Osceola,2. Lean Support,1
Asian,F,45-64,Ingham,5. Strong Oppose,1
Caucasian,F,65+,Muskegon,5. Strong Oppose,13
Caucasian,F,30-44,Charlevoix,1. Strong Support,5
Hispanic,F,30-44,Kent,2. Lean Support,50
Unknown,M,30-44,Genesee,Undecided/Unsure,16
Black,F,18-29,Oakland,2. Lean Support,127
Caucasian,F,30-44,Muskegon,4. Lean Oppose,13
Black,M,30-44,Berrien,1. Strong Support,64
Caucasian,M,18-29,Houghton,1. Strong Support,1
Caucasian,M,30-44,Marquette,1. Strong Support,10
Black,M,18-29,Kalamazoo,Not Voting,4
Black,M,30-44,Saginaw,Undecided/Unsure,10
Caucasian,M,45-64,Grand Traverse,5. Strong Oppose,6
Black,M,65+,Macomb,2. Lean Support,4
Asian,M,45-64,Ottawa,1. Strong Support,2
Black,M,18-29,Calhoun,5. Strong Oppose,5
Caucasian,M,18-29,Mecosta,5. Strong Oppose,1
Caucasian,M,30-44,Jackson,1. Strong Support,5
Hispanic,M,18-29,Saginaw,1. Strong Support,1
Unknown,U,18-29,Washtenaw,1. Strong Support,1
Caucasian,M,65+,Ogemaw,5. Strong Oppose,1
Caucasian,M,30-44,Lapeer,5. Strong Oppose,2
Asian,M,30-44,Wayne,4. Lean Oppose,2
Caucasian,F,18-29,Delta,4. Lean Oppose,1
Unknown,F,30-44,Kalamazoo,1. Strong Support,28
Black,M,30-44,Washtenaw,1. Strong Support,232
Hispanic,M,45-64,Ottawa,5. Strong Oppose,9
Caucasian,M,30-44,Ottawa,1. Strong Support,32
Caucasian,F,30-44,St. Clair,1. Strong Support,29
Black,M,18-29,Kalamazoo,Undecided/Unsure,13
Caucasian,M,30-44,Muskegon,5. Strong Oppose,18
Caucasian,F,18-29,Macomb,2. Lean Support,23
Caucasian,F,65+,Cass,1. Strong Support,2
Unknown,F,18-29,Kent,1. Strong Support,24
Black,M,30-44,Kalamazoo,Undecided/Unsure,17
Hispanic,F,30-44,Kalamazoo,1. Strong Support,25
Caucasian,F,18-29,Dickinson,5. Strong Oppose,2
Black,F,45-64,Kalamazoo,5. Strong Oppose,13
Black,F,18-29,Macomb,Undecided/Unsure,23
Black,F,18-29,Kalamazoo,4. Lean Oppose,7
Hispanic,M,18-29,Kalamazoo,1. Strong Support,6
Black,F,65+,Calhoun,5. Strong Oppose,6
Caucasian,F,18-29,Saginaw,Undecided/Unsure,5
Caucasian,M,30-44,Ogemaw,1. Strong Support,4
Caucasian,M,30-44,Menominee,Undecided/Unsure,3
Caucasian,M,65+,Gratiot,5. Strong Oppose,1
Unknown,F,45-64,Van Buren,1. Strong Support,1
Caucasian,F,45-64,Tuscola,4. Lean Oppose,1
Black,F,45-64,Clare,1. Strong Support,2
Caucasian,M,45-64,Washtenaw,Undecided/Unsure,15
Black,M,30-44,Saginaw,5. Strong Oppose,79
Caucasian,F,30-44,Wayne,4. Lean Oppose,78
Black,M,45-64,Kalamazoo,1. Strong Support,110
Caucasian,F,45-64,Ingham,Not Voting,6
Caucasian,F,18-29,Genesee,4. Lean Oppose,13
Caucasian,M,18-29,Oakland,2. Lean Support,30
Caucasian,F,30-44,Jackson,1. Strong Support,14
Caucasian,F,65+,Shiawassee,1. Strong Support,2
Caucasian,M,65+,Lenawee,1. Strong Support,3
Caucasian,F,45-64,Monroe,4. Lean Oppose,4
Unknown,M,45-64,Kalamazoo,1. Strong Support,1
Black,F,65+,Genesee,2. Lean Support,11
Caucasian,F,65+,Montmorency,5. Strong Oppose,1
Caucasian,M,45-64,Monroe,Undecided/Unsure,1
Hispanic,M,30-44,Kalamazoo,2. Lean Support,1
Caucasian,M,65+,Washtenaw,1. Strong Support,54
Black,F,30-44,Oakland,2. Lean Support,256
Black,M,30-44,Genesee,2. Lean Support,99
Caucasian,F,30-44,Monroe,1. Strong Support,27
Black,M,65+,Oakland,Undecided/Unsure,54
Unknown,F,30-44,Oakland,4. Lean Oppose,6
Caucasian,F,30-44,Newaygo,1. Strong Support,5
Caucasian,F,65+,Shiawassee,5. Strong Oppose,4
Black,F,45-64,Calhoun,Undecided/Unsure,7
Hispanic,M,65+,Ottawa,4. Lean Oppose,4
Asian,F,45-64,Macomb,4. Lean Oppose,2
Hispanic,F,65+,Macomb,4. Lean Oppose,2
Asian,M,45-64,Clinton,2. Lean Support,1
Caucasian,F,65+,St. Clair,1. Strong Support,22
Caucasian,M,65+,Crawford,1. Strong Support,5
Caucasian,M,18-29,Ingham,4. Lean Oppose,15
Caucasian,F,45-64,Grand Traverse,1. Strong Support,38
Unknown,F,30-44,Oakland,2. Lean Support,12
Caucasian,M,30-44,Shiawassee,1. Strong Support,2
Black,M,30-44,Berrien,4. Lean Oppose,4
Caucasian,M,18-29,Marquette,5. Strong Oppose,10
Caucasian,M,65+,Monroe,1. Strong Support,14
Caucasian,M,65+,Jackson,5. Strong Oppose,4
Black,M,65+,Kalamazoo,1. Strong Support,13
Asian,M,18-29,Wayne,2. Lean Support,9
Caucasian,M,30-44,Roscommon,4. Lean Oppose,3
Black,F,65+,Ingham,2. Lean Support,1
Hispanic,F,45-64,Lenawee,1. Strong Support,2
Caucasian,F,45-64,Antrim,4. Lean Oppose,1
Hispanic,F,65+,Ottawa,5. Strong Oppose,1
Caucasian,F,18-29,Newaygo,5. Strong Oppose,1
Black,F,45-64,Genesee,5. Strong Oppose,138
Caucasian,F,45-64,Ingham,4. Lean Oppose,4
Caucasian,M,45-64,Bay,5. Strong Oppose,9
Caucasian,F,45-64,Bay,1. Strong Support,29
Hispanic,M,30-44,Kent,1. Strong Support,237
Asian,F,45-64,Wayne,Undecided/Unsure,30
Unknown,M,30-44,Washtenaw,1. Strong Support,19
Hispanic,F,30-44,Kent,5. Strong Oppose,33
Caucasian,F,65+,Schoolcraft,1. Strong Support,1
Asian,M,65+,Oakland,5. Strong Oppose,41
Black,M,18-29,Jackson,Undecided/Unsure,7
Black,F,65+,Ingham,5. Strong Oppose,5
Black,M,30-44,Berrien,Undecided/Unsure,7
Hispanic,F,30-44,Berrien,1. Strong Support,2
Black,M,30-44,St. Clair,1. Strong Support,1
Unknown,M,45-64,Macomb,4. Lean Oppose,1
Caucasian,F,45-64,Muskegon,5. Strong Oppose,25
Black,F,30-44,Genesee,1. Strong Support,1345
Hispanic,M,30-44,Oakland,1. Strong Support,95
Unknown,F,45-64,Genesee,4. Lean Oppose,4
Hispanic,M,65+,Oakland,2. Lean Support,1
Unknown,M,30-44,Oakland,4. Lean Oppose,3
Black,M,18-29,Saginaw,1. Strong Support,50
Black,F,65+,Berrien,Undecided/Unsure,15
Caucasian,F,18-29,Monroe,4. Lean Oppose,2
Unknown,M,18-29,Wayne,Not Voting,13
Hispanic,F,18-29,Shiawassee,1. Strong Support,2
Caucasian,M,65+,Crawford,5. Strong Oppose,2
Black,M,30-44,Calhoun,Undecided/Unsure,3
Caucasian,M,18-29,Ingham,2. Lean Support,3
Hispanic,F,30-44,Berrien,Undecided/Unsure,3
Asian,F,18-29,Berrien,1. Strong Support,3
Asian,M,18-29,Kent,2. Lean Support,3
Caucasian,F,45-64,Clinton,Undecided/Unsure,1
Caucasian,F,45-64,Montcalm,4. Lean Oppose,1
Hispanic,M,65+,Lapeer,1. Strong Support,1
Caucasian,M,18-29,St. Clair,4. Lean Oppose,2
Asian,F,45-64,Wayne,1. Strong Support,105
Black,F,45-64,Berrien,2. Lean Support,9
Hispanic,M,30-44,Kent,Not Voting,7
Black,F,18-29,Saginaw,2. Lean Support,8
Black,M,65+,Muskegon,1. Strong Support,16
Caucasian,M,18-29,Ionia,5. Strong Oppose,10
Hispanic,F,18-29,Van Buren,1. Strong Support,11
Caucasian,M,45-64,Ionia,5. Strong Oppose,7
Black,F,30-44,Kalamazoo,4. Lean Oppose,4
Hispanic,F,30-44,Macomb,5. Strong Oppose,6
Asian,M,45-64,Allegan,5. Strong Oppose,3
Black,F,18-29,Berrien,2. Lean Support,1
Caucasian,M,65+,Ottawa,5. Strong Oppose,5
Black,F,30-44,Muskegon,Not Voting,3
Caucasian,M,18-29,Mecosta,1. Strong Support,3
Black,M,45-64,Jackson,Undecided/Unsure,1
Caucasian,M,30-44,Jackson,2. Lean Support,2
Caucasian,M,30-44,Muskegon,2. Lean Support,1
Caucasian,F,30-44,Gogebic,4. Lean Oppose,1
Black,F,18-29,Jackson,4. Lean Oppose,1
Caucasian,M,65+,Macomb,2. Lean Support,7
Caucasian,M,65+,Kalamazoo,1. Strong Support,32
Caucasian,F,45-64,Calhoun,5. Strong Oppose,36
Caucasian,F,65+,Washtenaw,Not Voting,5
Caucasian,F,30-44,Livingston,1. Strong Support,19
Hispanic,F,45-64,Wayne,4. Lean Oppose,7
Black,F,18-29,Bay,5. Strong Oppose,4
Unknown,M,30-44,Wayne,2. Lean Support,8
Asian,M,65+,Oakland,Undecided/Unsure,5
Caucasian,F,65+,Emmet,1. Strong Support,6
Hispanic,F,18-29,Wayne,2. Lean Support,6
Caucasian,F,18-29,Chippewa,4. Lean Oppose,2
Caucasian,F,45-64,Manistee,1. Strong Support,6
Unknown,F,18-29,Wayne,Undecided/Unsure,5
Hispanic,F,18-29,Saginaw,5. Strong Oppose,4
Unknown,F,65+,Calhoun,Not Voting,2
Caucasian,M,65+,Roscommon,1. Strong Support,3
Caucasian,F,45-64,Midland,2. Lean Support,1
Caucasian,M,45-64,Gladwin,5. Strong Oppose,2
Hispanic,F,45-64,Montcalm,5. Strong Oppose,1
Caucasian,M,30-44,Antrim,4. Lean Oppose,1
Black,M,18-29,Washtenaw,2. Lean Support,1
Asian,F,65+,Wayne,1. Strong Support,20
Black,F,65+,Oakland,5. Strong Oppose,416
Caucasian,M,30-44,Saginaw,5. Strong Oppose,32
Asian,M,45-64,Kent,1. Strong Support,17
Caucasian,F,65+,Eaton,1. Strong Support,16
Unknown,F,18-29,Oakland,Not Voting,2
Caucasian,M,30-44,Macomb,Not Voting,21
Hispanic,M,30-44,Genesee,1. Strong Support,32
Black,F,30-44,Saginaw,2. Lean Support,10
Caucasian,F,65+,Clinton,5. Strong Oppose,3
Caucasian,M,45-64,Gladwin,Undecided/Unsure,1
Black,M,18-29,Allegan,5. Strong Oppose,2
Unknown,F,30-44,Ottawa,1. Strong Support,11
Caucasian,M,18-29,Newaygo,5. Strong Oppose,3
Asian,M,45-64,Monroe,1. Strong Support,2
Caucasian,F,45-64,Roscommon,1. Strong Support,2
Hispanic,F,45-64,Branch,1. Strong Support,1
Caucasian,F,30-44,Cass,2. Lean Support,1
Caucasian,F,30-44,Houghton,2. Lean Support,1
Caucasian,F,45-64,Wayne,2. Lean Support,57
Caucasian,F,45-64,Kalamazoo,Not Voting,10
Caucasian,F,30-44,Ottawa,Undecided/Unsure,1
Caucasian,M,30-44,Ingham,Undecided/Unsure,20
Hispanic,M,30-44,Eaton,1. Strong Support,6
Black,F,30-44,Oakland,4. Lean Oppose,56
Unknown,F,18-29,Oakland,5. Strong Oppose,10
Black,F,18-29,Lenawee,Undecided/Unsure,2
Caucasian,F,30-44,Osceola,5. Strong Oppose,8
Hispanic,F,65+,Saginaw,2. Lean Support,3
Hispanic,M,45-64,Shiawassee,1. Strong Support,2
Black,M,65+,Kalamazoo,5. Strong Oppose,2
Caucasian,M,45-64,Osceola,5. Strong Oppose,1
Caucasian,F,30-44,Barry,5. Strong Oppose,2
Caucasian,F,18-29,Houghton,1. Strong Support,1
Hispanic,M,65+,Saginaw,2. Lean Support,1
Caucasian,M,30-44,Grand Traverse,4. Lean Oppose,2
Caucasian,M,45-64,Kalamazoo,1. Strong Support,82
Caucasian,F,45-64,Jackson,1. Strong Support,33
Unknown,F,30-44,Oakland,1. Strong Support,68
Asian,F,45-64,Oakland,Undecided/Unsure,49
Asian,F,30-44,Ottawa,5. Strong Oppose,11
Caucasian,M,30-44,Kalamazoo,4. Lean Oppose,5
Black,F,30-44,Kalamazoo,5. Strong Oppose,43
Unknown,M,30-44,Kent,Undecided/Unsure,6
Hispanic,F,18-29,Ottawa,1. Strong Support,18
Caucasian,F,18-29,Oakland,5. Strong Oppose,249
Caucasian,F,30-44,Allegan,Undecided/Unsure,6
Unknown,M,18-29,Genesee,5. Strong Oppose,7
Caucasian,M,45-64,Antrim,1. Strong Support,3
Hispanic,M,18-29,Oakland,Undecided/Unsure,7
Hispanic,F,18-29,Oakland,5. Strong Oppose,4
Caucasian,M,65+,Van Buren,1. Strong Support,3
Caucasian,F,65+,Lake,Not Voting,1
Black,M,45-64,Ingham,4. Lean Oppose,4
Caucasian,F,45-64,Lapeer,Not Voting,1
Caucasian,F,30-44,Washtenaw,4. Lean Oppose,12
Caucasian,F,30-44,Van Buren,Not Voting,3
Hispanic,M,30-44,Manistee,1. Strong Support,3
Caucasian,F,45-64,Mecosta,Undecided/Unsure,1
Caucasian,F,30-44,Cheboygan,Not Voting,1
Caucasian,M,45-64,Montcalm,5. Strong Oppose,3
Black,M,65+,Genesee,Not Voting,1
Hispanic,M,45-64,Eaton,Undecided/Unsure,1
Black,M,18-29,Saginaw,Not Voting,1
Caucasian,F,30-44,Kalamazoo,1. Strong Support,245
Caucasian,F,30-44,Saginaw,2. Lean Support,8
Caucasian,F,30-44,Marquette,5. Strong Oppose,6
Hispanic,F,45-64,Oakland,4. Lean Oppose,1
Black,M,45-64,Muskegon,2. Lean Support,6
Asian,F,18-29,Washtenaw,Undecided/Unsure,4
Hispanic,F,18-29,Gratiot,5. Strong Oppose,2
Black,M,18-29,Ingham,2. Lean Support,7
Caucasian,F,30-44,Ogemaw,5. Strong Oppose,8
Unknown,F,45-64,Kent,5. Strong Oppose,7
Caucasian,M,30-44,Wexford,4. Lean Oppose,3
Caucasian,M,18-29,Cheboygan,5. Strong Oppose,4
Caucasian,F,45-64,Shiawassee,4. Lean Oppose,1
Caucasian,F,30-44,Alcona,5. Strong Oppose,1
Unknown,M,65+,Wayne,1. Strong Support,20
Caucasian,F,45-64,Ottawa,1. Strong Support,25
Black,F,30-44,Washtenaw,5. Strong Oppose,102
Black,F,18-29,Macomb,5. Strong Oppose,109
Hispanic,M,65+,Saginaw,1. Strong Support,8
Hispanic,M,18-29,Oakland,2. Lean Support,6
Unknown,F,45-64,Oakland,4. Lean Oppose,3
Caucasian,M,65+,Kent,2. Lean Support,7
Hispanic,M,65+,Eaton,5. Strong Oppose,1
Caucasian,F,18-29,Bay,Undecided/Unsure,2
Hispanic,M,18-29,Macomb,4. Lean Oppose,3
Black,M,30-44,Monroe,5. Strong Oppose,3
Caucasian,M,30-44,Muskegon,4. Lean Oppose,8
Caucasian,F,18-29,Saginaw,1. Strong Support,8
Caucasian,F,18-29,Gratiot,5. Strong Oppose,4
Caucasian,F,45-64,Iron,1. Strong Support,1
Caucasian,M,30-44,Muskegon,Not Voting,2
Caucasian,M,18-29,Gratiot,4. Lean Oppose,1
Hispanic,M,30-44,Van Buren,Not Voting,1
Caucasian,F,30-44,Muskegon,5. Strong Oppose,18
Caucasian,M,45-64,Saginaw,4. Lean Oppose,1
Black,M,18-29,Kent,Undecided/Unsure,55
Unknown,F,18-29,Oakland,4. Lean Oppose,4
Caucasian,F,65+,Oakland,2. Lean Support,176
Caucasian,M,30-44,Newaygo,1. Strong Support,6
Caucasian,M,45-64,Oscoda,1. Strong Support,2
Black,M,18-29,Saginaw,5. Strong Oppose,34
Black,F,18-29,Saginaw,Not Voting,8
Black,F,18-29,Washtenaw,4. Lean Oppose,11
Black,F,30-44,Saginaw,4. Lean Oppose,16
Caucasian,M,65+,Allegan,1. Strong Support,2
Black,M,45-64,Eaton,1. Strong Support,8
Black,M,45-64,Chippewa,5. Strong Oppose,3
Black,F,45-64,Cass,5. Strong Oppose,5
Caucasian,F,30-44,Alger,5. Strong Oppose,3
Caucasian,M,45-64,Shiawassee,5. Strong Oppose,6
Caucasian,M,30-44,Van Buren,4. Lean Oppose,1
Black,M,18-29,Ionia,1. Strong Support,1
Caucasian,F,45-64,Oakland,1. Strong Support,3402
Black,M,18-29,Wayne,1. Strong Support,3516
Black,F,30-44,Washtenaw,Not Voting,12
Caucasian,F,30-44,Oceana,5. Strong Oppose,3
Hispanic,F,30-44,Wayne,4. Lean Oppose,10
Caucasian,F,30-44,Wexford,5. Strong Oppose,8
Black,M,45-64,Van Buren,2. Lean Support,1
Unknown,M,30-44,Van Buren,1. Strong Support,2
Black,M,45-64,Osceola,5. Strong Oppose,4
Black,F,18-29,Calhoun,Undecided/Unsure,4
Caucasian,M,30-44,Monroe,4. Lean Oppose,3
Caucasian,M,45-64,Eaton,2. Lean Support,1
Black,F,45-64,Washtenaw,Not Voting,6
Hispanic,F,18-29,Genesee,2. Lean Support,6
Caucasian,M,30-44,Chippewa,5. Strong Oppose,6
Caucasian,F,65+,Missaukee,5. Strong Oppose,2
Black,F,45-64,Allegan,1. Strong Support,1
Caucasian,M,18-29,Delta,4. Lean Oppose,1
Caucasian,M,65+,Wayne,1. Strong Support,336
Caucasian,F,65+,Genesee,5. Strong Oppose,66
Caucasian,F,45-64,Gogebic,1. Strong Support,5
Caucasian,F,30-44,Oakland,2. Lean Support,98
Caucasian,M,45-64,Kalamazoo,5. Strong Oppose,24
Caucasian,M,30-44,Bay,Undecided/Unsure,5
Hispanic,M,65+,Wayne,5. Strong Oppose,11
Caucasian,F,18-29,Oakland,4. Lean Oppose,20
Black,F,65+,Ingham,1. Strong Support,30
Caucasian,M,18-29,Grand Traverse,5. Strong Oppose,25
Caucasian,F,30-44,Crawford,5. Strong Oppose,2
Black,M,45-64,Calhoun,Undecided/Unsure,2
Caucasian,F,65+,Ingham,Undecided/Unsure,4
Caucasian,F,30-44,Livingston,2. Lean Support,5
Black,M,65+,Ingham,4. Lean Oppose,6
Hispanic,M,45-64,Saginaw,5. Strong Oppose,7
Caucasian,F,18-29,Wexford,Undecided/Unsure,1
Caucasian,M,45-64,Leelanau,1. Strong Support,1
Caucasian,F,30-44,Alpena,5. Strong Oppose,1
Hispanic,M,18-29,Lenawee,Not Voting,1
Caucasian,F,18-29,Crawford,1. Strong Support,1
Hispanic,M,65+,Kent,1. Strong Support,57
Caucasian,M,65+,Genesee,Not Voting,3
Caucasian,M,65+,Oakland,4. Lean Oppose,25
Hispanic,M,45-64,Washtenaw,1. Strong Support,25
Caucasian,F,18-29,Monroe,2. Lean Support,1
Caucasian,F,30-44,Clinton,1. Strong Support,10
Black,M,65+,Kent,4. Lean Oppose,5
Black,F,65+,Monroe,1. Strong Support,3
Caucasian,F,45-64,Huron,5. Strong Oppose,6
Black,F,45-64,Cass,1. Strong Support,1
Hispanic,F,30-44,Saginaw,2. Lean Support,3
Asian,M,45-64,Ingham,5. Strong Oppose,9
Caucasian,M,18-29,Clinton,5. Strong Oppose,4
Caucasian,M,30-44,Osceola,5. Strong Oppose,2
Black,M,30-44,Cass,1. Strong Support,1
Hispanic,F,65+,Van Buren,5. Strong Oppose,1
Native American,F,45-64,Macomb,1. Strong Support,1
Hispanic,F,45-64,Wayne,1. Strong Support,107
Unknown,F,30-44,Genesee,2. Lean Support,9
Hispanic,F,30-44,Oakland,1. Strong Support,149
Hispanic,M,65+,Kent,5. Strong Oppose,9
Caucasian,F,18-29,Emmet,1. Strong Support,2
Black,M,30-44,Kalamazoo,Not Voting,17
Caucasian,F,18-29,Ingham,2. Lean Support,6
Caucasian,F,18-29,Clinton,1. Strong Support,7
Caucasian,M,18-29,Eaton,1. Strong Support,8
Black,F,18-29,Jackson,5. Strong Oppose,4
Caucasian,M,65+,Livingston,4. Lean Oppose,2
Caucasian,F,65+,Grand Traverse,2. Lean Support,3
Black,M,65+,Arenac,1. Strong Support,1
Caucasian,M,18-29,Bay,5. Strong Oppose,7
Caucasian,M,65+,Arenac,5. Strong Oppose,1
Caucasian,F,45-64,Houghton,Undecided/Unsure,2
Caucasian,F,65+,Ogemaw,2. Lean Support,1
Caucasian,F,30-44,Mecosta,Undecided/Unsure,1
Caucasian,F,30-44,Ottawa,5. Strong Oppose,25
Black,M,18-29,Oakland,5. Strong Oppose,106
Unknown,F,30-44,Wayne,Undecided/Unsure,24
Asian,F,30-44,Washtenaw,2. Lean Support,3
Caucasian,M,65+,Alpena,1. Strong Support,2
Caucasian,F,30-44,Monroe,Not Voting,1
Black,F,18-29,Macomb,Not Voting,5
Caucasian,M,30-44,Cass,5. Strong Oppose,5
Caucasian,F,18-29,Allegan,4. Lean Oppose,3
Caucasian,M,18-29,Van Buren,5. Strong Oppose,6
Caucasian,F,18-29,Barry,5. Strong Oppose,3
Unknown,M,45-64,Cass,1. Strong Support,1
Caucasian,F,65+,Monroe,2. Lean Support,1
Caucasian,F,45-64,Barry,Undecided/Unsure,1
Hispanic,M,30-44,Van Buren,Undecided/Unsure,1
Hispanic,M,18-29,Washtenaw,Undecided/Unsure,1
Black,M,65+,Saginaw,5. Strong Oppose,28
Caucasian,M,65+,Washtenaw,Undecided/Unsure,6
Caucasian,F,45-64,Calhoun,4. Lean Oppose,7
Caucasian,M,30-44,Oakland,2. Lean Support,82
Hispanic,M,30-44,Kent,Undecided/Unsure,60
Asian,F,18-29,Macomb,4. Lean Oppose,1
Hispanic,F,30-44,Ottawa,1. Strong Support,15
Black,F,18-29,Saginaw,4. Lean Oppose,16
Caucasian,M,45-64,Jackson,1. Strong Support,7
Hispanic,M,30-44,Bay,5. Strong Oppose,5
Caucasian,M,30-44,Montcalm,5. Strong Oppose,4
Caucasian,F,45-64,Montmorency,1. Strong Support,1
Caucasian,M,45-64,Antrim,5. Strong Oppose,1
Caucasian,M,30-44,Montmorency,1. Strong Support,1
Hispanic,M,45-64,Manistee,5. Strong Oppose,1
Caucasian,F,30-44,Benzie,1. Strong Support,1
Caucasian,M,45-64,Macomb,5. Strong Oppose,219
Caucasian,F,45-64,Wayne,4. Lean Oppose,47
Unknown,M,18-29,Wayne,5. Strong Oppose,23
Caucasian,F,65+,Monroe,Undecided/Unsure,2
Asian,F,45-64,Macomb,1. Strong Support,31
Hispanic,F,30-44,Saginaw,1. Strong Support,11
Hispanic,M,30-44,Ottawa,5. Strong Oppose,16
Caucasian,F,65+,Clare,5. Strong Oppose,8
Caucasian,M,18-29,Kalamazoo,5. Strong Oppose,55
Unknown,F,18-29,Ingham,Undecided/Unsure,5
Caucasian,F,45-64,Livingston,1. Strong Support,33
Caucasian,M,30-44,Berrien,4. Lean Oppose,5
Caucasian,F,65+,Crawford,1. Strong Support,4
Black,M,65+,Washtenaw,Not Voting,3
Caucasian,M,18-29,Lapeer,4. Lean Oppose,4
Caucasian,F,18-29,Huron,5. Strong Oppose,3
Caucasian,M,65+,Clare,1. Strong Support,1
Caucasian,M,45-64,Montmorency,Undecided/Unsure,1
Black,M,18-29,Branch,5. Strong Oppose,1
Unknown,F,45-64,Calhoun,1. Strong Support,14
Asian,M,65+,Wayne,5. Strong Oppose,22
Black,F,30-44,Wayne,Undecided/Unsure,786
Black,F,18-29,Muskegon,5. Strong Oppose,40
Black,M,18-29,Genesee,2. Lean Support,37
Caucasian,F,30-44,Benzie,5. Strong Oppose,9
Hispanic,F,18-29,Muskegon,Not Voting,4
Hispanic,M,18-29,Berrien,1. Strong Support,2
Caucasian,M,30-44,Dickinson,5. Strong Oppose,2
Asian,M,18-29,Macomb,Undecided/Unsure,8
Caucasian,F,18-29,Muskegon,5. Strong Oppose,17
Hispanic,M,30-44,Midland,1. Strong Support,3
Hispanic,F,30-44,Isabella,1. Strong Support,3
Caucasian,F,45-64,Alpena,5. Strong Oppose,1
Hispanic,M,45-64,Newaygo,1. Strong Support,1
Caucasian,F,30-44,Montcalm,1. Strong Support,3
Caucasian,F,30-44,Midland,4. Lean Oppose,2
Caucasian,M,30-44,Genesee,Undecided/Unsure,220
Black,F,65+,Genesee,5. Strong Oppose,41
Caucasian,F,30-44,Washtenaw,2. Lean Support,59
Hispanic,F,45-64,Kent,Not Voting,3
Caucasian,F,18-29,Kent,Not Voting,17
Unknown,F,30-44,Oakland,Undecided/Unsure,26
Caucasian,M,30-44,Marquette,5. Strong Oppose,19
Caucasian,M,30-44,Livingston,4. Lean Oppose,5
Black,M,45-64,Kalamazoo,5. Strong Oppose,17
Caucasian,F,45-64,Houghton,1. Strong Support,7
Caucasian,F,65+,Delta,5. Strong Oppose,1
Caucasian,M,18-29,Muskegon,5. Strong Oppose,5
Unknown,F,30-44,Ottawa,5. Strong Oppose,3
Caucasian,M,18-29,Isabella,1. Strong Support,10
Unknown,F,45-64,Lenawee,5. Strong Oppose,3
Hispanic,M,65+,St. Clair,1. Strong Support,2
Caucasian,F,45-64,Allegan,4. Lean Oppose,1
Caucasian,F,65+,Dickinson,1. Strong Support,1
Hispanic,F,65+,Genesee,1. Strong Support,20
Caucasian,F,65+,Genesee,4. Lean Oppose,4
Caucasian,F,45-64,St. Clair,1. Strong Support,30
Caucasian,F,45-64,Genesee,4. Lean Oppose,14
Black,M,30-44,Wayne,1. Strong Support,7965
Caucasian,F,18-29,Washtenaw,1. Strong Support,188
Black,F,18-29,Saginaw,1. Strong Support,54
Caucasian,F,45-64,Tuscola,5. Strong Oppose,6
Caucasian,F,18-29,Ingham,Undecided/Unsure,18
Caucasian,M,65+,Clare,5. Strong Oppose,3
Unknown,F,45-64,Oakland,2. Lean Support,8
Black,F,18-29,Wayne,4. Lean Oppose,55
Hispanic,F,18-29,Macomb,Undecided/Unsure,6
Caucasian,M,18-29,Kalkaska,4. Lean Oppose,2
Black,M,18-29,Berrien,Undecided/Unsure,2
Hispanic,F,45-64,Bay,Undecided/Unsure,3
Hispanic,M,45-64,Ingham,4. Lean Oppose,3
